"Supplementary Dataset S1. Proteins that were identified in total cell extract and included in further differential expression analysis. For each protein the fold change and p-values (unadjusted-adjusted for FDR) are provided, along with the expression trend at the mRNA level. Differentially expressed proteins (as defined by fold change >1.5, p<0.05)  are marked in blue.",,,,,,,,,,,,,,,,,,,,,,
Accession,UniprotID,Protein Name,Prediction of signal peptide (SignalIP),Transcriptomics: Ratio (T24M vs T24),Proteomics:,Avg. T24,SD. T24,Avg. T24M,SD. T24M,Fold Change        (Avg. T24M/ Avg. T24),p-value (unadjusted),p-value                    (FDR- BH adjusted),Area T24_T1 normalized,Area T24_T2 normalized,Area T24_T3 normalized,Area T24_T4 normalized,Area T24_T5 normalized,Area T24M_T6 normalized,Area T24M_T7 normalized,Area T24M_T8 normalized,Area T24M_T9 normalized,Area T24M_T10 normalized
Q12888,TP53B_HUMAN,Tumor suppressor p53-binding protein 1 ,Not predicted,0.61,,133.79,50.70,126.66,33.65,0.95,0.754,0.804,188.08,95.46,163.05,66.53,155.81,171.79,135.10,136.21,108.10,82.10
Q06124,PTN11_HUMAN,Tyrosine-protein phosphatase non-receptor type 11 ,Not predicted,0.87,,105.48,23.28,99.84,14.80,0.95,0.917,0.919,144.39,104.08,82.60,101.47,94.87,105.44,79.21,116.62,107.22,90.71
P07195,LDHB_HUMAN,L-lactate dehydrogenase B chain ,Not predicted,0.71,,"7,366.85",294.61,"6,963.08",477.34,0.95,0.175,0.282,"6,948.71","7,311.22","7,593.02","7,699.75","7,281.56","6,970.51","6,679.59","6,935.00","7,741.24","6,489.07"
P61204,ARF3_HUMAN,ADP-ribosylation factor 3 ,Not predicted,0.74,,"1,731.24",206.62,"1,635.10",106.92,0.94,0.602,0.690,"2,081.51","1,697.43","1,541.90","1,628.87","1,706.50","1,746.47","1,714.65","1,516.37","1,670.74","1,527.28"
P04632,CPNS1_HUMAN,Calpain small subunit 1 ,Not predicted,0.47,,306.31,79.49,289.20,68.11,0.94,0.251,0.367,168.89,345.91,345.66,307.55,363.53,298.41,344.13,345.57,178.88,278.99
P62937,PPIA_HUMAN,Peptidyl-prolyl cis-trans isomerase A ,Not predicted,0.70,,"3,670.02",481.75,"3,464.46",600.70,0.94,0.251,0.367,"4,497.92","3,524.14","3,233.20","3,566.73","3,528.10","4,509.43","2,992.35","3,341.86","3,161.53","3,317.13"
P23588,IF4B_HUMAN,Eukaryotic translation initiation factor 4B ,Not predicted,0.50,,84.20,77.25,79.48,72.89,0.94,0.746,0.804,129.30,140.60,0.00,151.09,0.00,0.00,121.99,0.00,133.74,141.67
Q14119,VEZF1_HUMAN,Vascular endothelial zinc finger 1 ,Not predicted,0.61,,19.55,11.73,18.45,10.71,0.94,0.675,0.767,28.99,0.00,20.52,28.39,19.87,20.06,25.58,20.28,0.00,26.33
O96000,NDUBA_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 ,Not predicted,0.98,,160.76,16.37,151.35,86.45,0.94,0.347,0.458,166.23,177.78,155.24,169.26,135.27,194.41,0.00,159.72,207.23,195.40
Q8NBS9,TXND5_HUMAN,Thioredoxin domain-containing protein 5 ,Predicted,0.33,,516.82,56.73,486.51,35.69,0.94,0.251,0.367,480.07,507.26,616.76,488.47,491.54,535.69,439.69,503.42,479.44,474.33
Q96HC4,PDLI5_HUMAN,PDZ and LIM domain protein 5 ,Not predicted,0.50,,130.49,17.04,122.72,14.47,0.94,0.347,0.458,111.12,135.93,149.94,141.19,114.25,124.98,142.22,107.04,109.99,129.39
P20700,LMNB1_HUMAN,Lamin-B1 ,Not predicted,0.56,,945.82,135.96,888.29,76.03,0.94,0.465,0.569,781.81,842.87,"1,121.59","1,017.80",965.02,865.55,779.45,928.61,983.76,884.07
Q15459,SF3A1_HUMAN,Splicing factor 3A subunit 1 ,Not predicted,0.39,,247.78,36.54,232.53,22.89,0.94,0.602,0.690,270.36,232.85,298.60,206.02,231.05,266.20,236.65,233.24,223.33,203.21
P23528,COF1_HUMAN,Cofilin-1 ,Not predicted,0.60,,"5,858.46",276.77,"5,486.38",701.79,0.94,0.347,0.458,"5,743.27","6,197.38","6,103.66","5,688.10","5,559.91","6,344.81","4,487.12","5,895.68","5,227.55","5,476.76"
Q99623,PHB2_HUMAN,Prohibitin-2 ,Not predicted,0.65,,"1,206.90",105.08,"1,126.44",44.23,0.93,0.175,0.282,"1,324.09","1,141.60","1,067.68","1,212.03","1,289.12","1,168.52","1,115.61","1,123.28","1,164.97","1,059.80"
Q9Y266,NUDC_HUMAN,Nuclear migration protein nudC ,Not predicted,0.65,,305.29,41.84,284.57,32.11,0.93,0.251,0.367,300.53,302.31,349.96,333.15,240.50,259.06,251.66,332.69,293.11,286.32
Q13435,SF3B2_HUMAN,Splicing factor 3B subunit 2 ,Not predicted,0.72,,266.35,19.88,247.82,9.54,0.93,0.175,0.282,245.30,278.86,283.85,244.05,279.69,244.19,248.78,263.34,245.06,237.74
P61313,RL15_HUMAN,60S ribosomal protein L15 ,Not predicted,1.34,,342.81,65.01,318.86,26.59,0.93,0.602,0.690,321.15,366.66,277.18,443.63,305.44,295.62,312.56,292.64,348.23,345.28
Q02878,RL6_HUMAN,60S ribosomal protein L6 ,Not predicted,1.88,,482.35,71.01,448.56,54.49,0.93,0.347,0.458,476.96,450.58,403.64,596.05,484.51,463.90,417.77,438.12,533.11,389.93
P13674,P4HA1_HUMAN,Prolyl 4-hydroxylase subunit alpha-1 ,Predicted,1.32,,172.48,30.91,160.40,15.90,0.93,0.602,0.690,165.68,162.95,220.80,136.02,176.95,176.13,144.12,178.20,147.69,155.85
Q9P258,RCC2_HUMAN,Protein RCC2 ,Not predicted,0.87,,251.75,32.91,234.05,36.71,0.93,0.754,0.804,252.95,223.28,277.50,214.72,290.29,295.78,227.56,225.28,224.60,197.03
P08758,ANXA5_HUMAN,Annexin A5 ,Not predicted,1.05,,"2,448.63",42.23,"2,276.34",137.36,0.93,0.117,0.215,"2,459.66","2,386.19","2,483.95","2,427.22","2,486.15","2,334.30","2,171.32","2,226.04","2,489.07","2,160.99"
Q15629,TRAM1_HUMAN,Translocating chain-associated membrane protein 1 ,Not predicted,0.54,,64.42,60.79,59.78,57.11,0.93,0.746,0.804,102.93,131.03,0.00,0.00,88.14,0.00,0.00,98.15,124.14,76.60
P13987,CD59_HUMAN,CD59 glycoprotein ,Predicted,0.72,,"1,534.23",266.63,"1,422.53",194.64,0.93,0.347,0.458,"1,339.62","1,733.95","1,774.90","1,654.72","1,167.96","1,096.62","1,524.37","1,563.64","1,387.87","1,540.17"
Q92499,DDX1_HUMAN,ATP-dependent RNA helicase DDX1 ,Not predicted,0.67,,535.29,103.17,496.15,45.06,0.93,0.465,0.569,409.76,628.21,441.65,625.31,571.50,535.47,508.62,427.92,532.92,475.82
P51858,HDGF_HUMAN,Hepatoma-derived growth factor ,Not predicted,0.58,,"1,072.40",118.87,993.53,97.15,0.93,0.251,0.367,"1,164.40","1,043.00","1,087.33",885.38,"1,181.89",976.97,"1,161.42",965.30,953.45,910.53
P67812,SC11A_HUMAN,Signal peptidase complex catalytic subunit SEC11A ,Not predicted,1.05,,143.50,83.95,132.81,77.47,0.93,0.530,0.647,190.30,214.74,0.00,154.31,158.17,0.00,193.88,179.63,153.56,136.99
Q9BWS9,CHID1_HUMAN,Chitinase domain-containing protein 1 ,Predicted,0.50,,99.72,57.38,92.25,54.76,0.93,0.675,0.767,0.00,125.48,103.75,141.89,127.46,144.79,114.80,106.67,0.00,94.99
P54577,SYYC_HUMAN,"Tyrosine--tRNA ligase, cytoplasmic ",Not predicted,0.86,,531.98,52.25,492.04,52.96,0.92,0.347,0.458,479.07,526.54,550.97,492.70,610.63,473.94,518.41,528.68,532.23,406.96
P15531,NDKA_HUMAN,Nucleoside diphosphate kinase A ,Not predicted,1.47,,"1,645.16",125.89,"1,520.74",167.41,0.92,0.251,0.367,"1,549.21","1,652.88","1,610.89","1,857.15","1,555.66","1,743.72","1,349.59","1,372.07","1,625.28","1,513.03"
P46940,IQGA1_HUMAN,Ras GTPase-activating-like protein IQGAP1 ,Not predicted,0.42,,879.08,104.49,812.28,49.85,0.92,0.175,0.282,925.98,864.05,940.22,703.76,961.38,855.12,757.60,872.01,802.54,774.16
P00338,LDHA_HUMAN,L-lactate dehydrogenase A chain ,Not predicted,1.06,,"10,474.37",665.29,"9,655.12",628.15,0.92,0.047,0.118,"9,762.12","10,605.29","11,275.32","10,903.24","9,825.87","9,412.93","9,196.94","9,603.26","10,746.81","9,315.66"
P35221,CTNA1_HUMAN,Catenin alpha-1 ,Not predicted,0.60,,316.34,59.41,291.44,37.82,0.92,0.602,0.690,371.50,272.58,387.14,255.65,294.84,273.39,245.25,346.44,305.92,286.19
P49720,PSB3_HUMAN,Proteasome subunit beta type-3 ,Not predicted,1.33,,363.72,65.88,334.66,37.34,0.92,0.917,0.919,473.41,344.38,361.24,296.45,343.12,365.92,314.95,367.40,279.66,345.35
P14618,KPYM_HUMAN,Pyruvate kinase PKM ,Not predicted,0.60,,"18,622.18","1,007.28","17,111.06",584.04,0.92,0.047,0.118,"19,617.40","19,187.40","17,072.88","18,199.40","19,033.83","17,920.24","16,293.74","17,154.01","16,953.69","17,233.62"
Q15365,PCBP1_HUMAN,Poly(rC)-binding protein 1 ,Not predicted,0.97,,"1,642.39",199.13,"1,508.96",59.66,0.92,0.117,0.215,"1,301.91","1,628.04","1,751.60","1,751.20","1,779.20","1,590.04","1,498.29","1,516.37","1,517.31","1,422.79"
Q9NS69,TOM22_HUMAN,Mitochondrial import receptor subunit TOM22 homolog ,Not predicted,0.55,,297.15,31.28,272.93,18.36,0.92,0.175,0.282,331.58,279.67,325.51,257.29,291.69,289.58,255.68,284.55,250.42,284.42
Q9H9B4,SFXN1_HUMAN,Sideroflexin-1 ,Not predicted,0.87,,311.99,15.76,286.42,11.39,0.92,0.047,0.118,330.91,287.85,318.61,309.31,313.25,290.57,279.64,290.21,300.68,270.99
P27816,MAP4_HUMAN,Microtubule-associated protein 4 ,Not predicted,0.44,,512.01,50.74,469.36,28.36,0.92,0.076,0.155,580.20,469.13,504.37,460.79,545.57,450.39,467.95,518.66,453.17,456.62
P50454,SERPH_HUMAN,Serpin H1 ,Predicted,0.92,,"2,104.04",231.03,"1,928.51",67.20,0.92,0.117,0.215,"2,225.67","2,109.37","2,378.87","1,757.51","2,048.77","1,993.46","1,966.95","1,823.62","1,903.11","1,955.41"
Q15008,PSMD6_HUMAN,26S proteasome non-ATPase regulatory subunit 6 ,Not predicted,1.05,,142.45,33.64,130.56,18.94,0.92,0.602,0.690,148.27,136.73,192.89,99.32,135.03,158.84,123.68,140.38,113.47,116.43
O14980,XPO1_HUMAN,Exportin-1 ,Not predicted,0.76,,358.04,44.73,328.08,49.34,0.92,0.347,0.458,292.54,361.40,382.35,342.36,411.57,386.12,281.19,349.80,271.89,351.39
P61224,RAP1B_HUMAN,Ras-related protein Rap-1b ,Not predicted,0.79,,552.49,15.90,505.42,22.16,0.91,0.009,0.039,559.58,543.56,569.25,529.40,560.66,524.00,487.19,516.80,522.88,476.23
P59998,ARPC4_HUMAN,Actin-related protein 2/3 complex subunit 4 ,Not predicted,0.77,,514.70,32.79,470.70,37.25,0.91,0.117,0.215,512.56,496.74,484.73,509.53,569.92,472.13,436.87,486.57,523.76,434.17
O15145,ARPC3_HUMAN,Actin-related protein 2/3 complex subunit 3 ,Not predicted,1.39,,410.64,61.36,374.82,31.26,0.91,0.251,0.367,384.25,466.50,315.55,448.49,438.41,403.85,324.18,376.48,372.54,397.05
P61970,NTF2_HUMAN,Nuclear transport factor 2 ,Not predicted,0.87,,388.34,60.02,354.45,58.45,0.91,0.465,0.569,406.99,406.32,428.76,417.40,282.24,347.87,319.04,302.22,350.57,452.55
O14949,QCR8_HUMAN,Cytochrome b-c1 complex subunit 8 ,Not predicted,1.16,,99.75,94.94,90.86,84.45,0.91,0.746,0.804,210.04,146.66,142.04,0.00,0.00,0.00,143.98,0.00,176.67,133.66
P62913,RL11_HUMAN,60S ribosomal protein L11 ,Not predicted,1.25,,"1,255.56",138.84,"1,143.70",643.28,0.91,0.251,0.367,"1,009.15","1,346.84","1,306.16","1,304.10","1,311.53","1,497.29",0.00,"1,445.46","1,464.90","1,310.84"
P30040,ERP29_HUMAN,Endoplasmic reticulum resident protein 29 ,Predicted,0.90,,394.79,25.16,359.05,50.44,0.91,0.251,0.367,401.77,388.20,433.51,384.55,365.90,416.80,290.00,357.26,397.10,334.09
P49721,PSB2_HUMAN,Proteasome subunit beta type-2 ,Not predicted,0.72,,408.82,65.16,371.71,67.37,0.91,0.347,0.458,520.65,359.65,403.23,366.13,394.43,349.68,337.22,433.95,448.18,289.51
P29590,PML_HUMAN,Protein PML ,Not predicted,0.88,,526.87,50.80,479.00,6.79,0.91,0.028,0.082,589.30,503.97,573.36,479.39,488.33,490.63,478.95,474.63,476.79,473.99
P30044,PRDX5_HUMAN,"Peroxiredoxin-5, mitochondrial ",Not predicted,0.82,,"1,129.27",117.98,"1,025.20",125.47,0.91,0.175,0.282,"1,305.24","1,152.56","1,099.66","1,111.13",977.74,"1,224.50",918.99,"1,015.68","1,048.16",918.67
O00151,PDLI1_HUMAN,PDZ and LIM domain protein 1 ,Not predicted,0.60,,239.77,40.28,217.44,48.24,0.91,0.251,0.367,217.47,253.30,304.36,205.52,218.20,293.97,182.53,177.57,198.65,234.49
P54819,KAD2_HUMAN,"Adenylate kinase 2, mitochondrial ",Not predicted,0.99,,841.15,47.00,762.76,114.84,0.91,0.347,0.458,851.34,820.96,805.90,918.80,808.73,891.90,654.57,704.70,882.10,680.52
P62841,RS15_HUMAN,40S ribosomal protein S15 ,Not predicted,0.98,,226.59,53.66,205.47,28.22,0.91,0.465,0.569,236.43,155.57,299.93,199.02,242.01,247.97,174.35,198.60,189.93,216.51
P31150,GDIA_HUMAN,Rab GDP dissociation inhibitor alpha ,Not predicted,0.87,,981.54,25.44,889.34,40.96,0.91,0.009,0.039,"1,013.92","1,003.56",956.67,966.09,967.44,891.90,843.58,878.23,877.68,955.31
P68402,PA1B2_HUMAN,Platelet-activating factor acetylhydrolase IB subunit beta ,Not predicted,0.73,,557.40,89.56,504.73,74.47,0.91,0.465,0.569,582.42,498.49,681.18,446.79,578.10,594.41,395.15,535.02,475.46,523.59
Q13428,TCOF_HUMAN,Treacle protein ,Not predicted,0.71,,212.63,187.03,192.50,90.00,0.91,0.917,0.919,0.00,247.16,203.94,500.96,111.10,102.09,257.09,99.02,297.97,206.33
P63092,GNAS2_HUMAN,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short ,Not predicted,1.17,,496.25,36.29,449.15,32.78,0.91,0.076,0.155,507.35,483.52,440.19,534.44,515.77,468.29,445.33,469.84,468.83,393.46
Q7Z434,MAVS_HUMAN,Mitochondrial antiviral-signaling protein ,Not predicted,0.40,,235.05,80.75,212.68,28.22,0.90,0.465,0.569,322.26,207.94,225.32,119.37,300.35,239.80,200.57,199.16,244.49,179.39
P05455,LA_HUMAN,Lupus La protein ,Not predicted,2.08,,708.33,185.78,640.63,102.94,0.90,0.465,0.569,973.22,610.17,819.61,509.22,629.41,584.53,554.42,759.43,745.71,559.08
Q10567,AP1B1_HUMAN,AP-1 complex subunit beta-1 ,Not predicted,0.33,,350.74,58.48,317.13,177.79,0.90,0.754,0.804,271.03,399.31,317.34,412.73,353.30,410.44,378.38,408.20,0.00,388.64
Q8WUM4,PDC6I_HUMAN,Programmed cell death 6-interacting protein ,Not predicted,1.14,,181.08,32.97,163.62,27.79,0.90,0.251,0.367,207.26,149.44,172.60,152.73,223.35,175.47,152.30,206.68,144.79,138.89
P00367,DHE3_HUMAN,"Glutamate dehydrogenase 1, mitochondrial ",Not predicted,0.69,,689.97,73.20,623.42,57.67,0.90,0.251,0.367,770.39,664.00,651.94,602.04,761.47,681.68,659.08,653.69,563.17,559.48
P26583,HMGB2_HUMAN,High mobility group protein B2 ,Not predicted,1.48,,794.70,93.66,717.16,75.03,0.90,0.117,0.215,954.92,785.17,774.38,715.11,743.91,841.40,718.84,695.99,640.89,688.67
Q9UNM6,PSD13_HUMAN,26S proteasome non-ATPase regulatory subunit 13 ,Not predicted,0.80,,305.46,57.46,275.32,9.67,0.90,0.602,0.690,256.83,366.58,325.06,345.13,233.71,273.00,289.23,280.51,268.92,264.95
P22392,NDKB_HUMAN,Nucleoside diphosphate kinase B ,Not predicted,0.80,,"1,750.93",102.89,"1,577.73",127.85,0.90,0.076,0.155,"1,716.66","1,762.44","1,777.19","1,891.20","1,607.15","1,743.72","1,436.98","1,460.39","1,625.28","1,622.27"
Q86UP2,KTN1_HUMAN,Kinectin ,Not predicted,1.00,,419.52,25.68,377.49,23.32,0.90,0.028,0.082,425.39,421.73,444.80,376.35,429.32,375.47,395.50,368.08,403.67,344.74
Q12904,AIMP1_HUMAN,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 ,Not predicted,1.59,,145.34,29.61,130.65,74.83,0.90,0.754,0.804,174.11,179.60,134.45,122.97,115.58,186.94,167.24,156.99,0.00,142.08
P31948,STIP1_HUMAN,Stress-induced-phosphoprotein 1 ,Not predicted,0.66,,733.71,85.21,658.65,53.61,0.90,0.117,0.215,771.61,798.32,664.28,812.23,622.14,628.44,647.38,617.81,647.84,751.77
Q9Y4L1,HYOU1_HUMAN,Hypoxia up-regulated protein 1 ,Predicted,0.52,,724.50,83.21,650.28,43.74,0.90,0.175,0.282,857.89,679.41,746.51,643.85,694.84,704.19,651.75,657.43,656.05,582.01
P10619,PPGB_HUMAN,Lysosomal protective protein ,Predicted,1.57,,330.97,43.07,296.45,20.01,0.90,0.047,0.118,293.32,323.34,405.28,315.49,317.43,308.62,303.46,264.65,315.27,290.26
Q9NSD9,SYFB_HUMAN,Phenylalanine--tRNA ligase beta subunit ,Not predicted,0.92,,151.96,9.50,136.09,7.72,0.90,0.028,0.082,164.35,142.43,147.98,159.61,145.45,131.07,126.92,140.19,146.68,135.56
O14818,PSA7_HUMAN,Proteasome subunit alpha type-7 ,Not predicted,1.05,,765.06,79.90,684.52,53.49,0.89,0.175,0.282,895.70,712.28,719.10,788.26,709.98,747.00,638.78,686.04,726.77,624.01
Q14376,GALE_HUMAN,UDP-glucose 4-epimerase ,Not predicted,1.60,,108.96,8.02,97.48,55.53,0.89,0.347,0.458,116.55,98.31,107.23,105.37,117.34,119.93,106.49,124.64,136.32,0.00
P36871,PGM1_HUMAN,Phosphoglucomutase-1 ,Not predicted,0.42,,502.21,98.46,448.84,75.01,0.89,0.347,0.458,571.11,584.90,394.04,565.78,395.22,337.16,451.11,427.92,537.40,490.62
Q9NVJ2,ARL8B_HUMAN,ADP-ribosylation factor-like protein 8B ,Not predicted,0.82,,209.42,30.99,187.03,31.59,0.89,0.347,0.458,208.15,225.18,183.61,177.26,252.92,236.28,190.49,167.75,152.68,187.94
P31949,S10AB_HUMAN,Protein S100-A11 ,Not predicted,0.92,,"2,874.78",389.50,"2,564.58",348.77,0.89,0.175,0.282,"3,194.90","2,638.91","3,329.14","2,384.97","2,826.00","3,047.81","2,145.25","2,543.87","2,348.26","2,737.70"
P11766,ADHX_HUMAN,Alcohol dehydrogenase class-3 ,Not predicted,0.83,,154.83,20.28,138.08,18.18,0.89,0.175,0.282,161.35,156.52,148.34,126.06,181.86,156.48,141.16,150.14,132.85,109.78
P60660,MYL6_HUMAN,Myosin light polypeptide 6 ,Not predicted,0.65,,"3,093.37",403.06,"2,757.21",148.73,0.89,0.117,0.215,"2,444.13","3,109.28","3,378.94","3,474.66","3,059.83","2,887.55","2,542.02","2,693.76","2,902.65","2,760.09"
P14868,SYDC_HUMAN,"Aspartate--tRNA ligase, cytoplasmic ",Not predicted,1.56,,411.56,35.79,365.88,25.28,0.89,0.076,0.155,449.68,412.23,442.97,386.88,366.02,368.56,354.56,390.72,386.68,328.86
P26440,IVD_HUMAN,"Isovaleryl-CoA dehydrogenase, mitochondrial ",Not predicted,0.82,,152.56,58.91,135.44,82.11,0.89,0.917,0.919,73.05,148.42,136.51,236.42,168.41,142.70,137.78,0.00,216.39,180.34
P61088,UBE2N_HUMAN,Ubiquitin-conjugating enzyme E2 N ,Not predicted,1.00,,428.90,176.10,380.61,123.19,0.89,0.754,0.804,355.42,553.56,179.09,630.61,425.81,250.44,454.00,242.13,470.16,486.34
O43237,DC1L2_HUMAN,Cytoplasmic dynein 1 light intermediate chain 2 ,Not predicted,0.86,,109.57,18.05,97.12,56.47,0.89,0.754,0.804,84.51,129.35,105.08,104.05,124.85,132.11,118.61,137.58,0.00,97.30
O75369,FLNB_HUMAN,Filamin-B ,Not predicted,0.62,,"1,856.21","1,509.71","1,644.85",938.50,0.89,0.917,0.919,"1,117.83","4,551.80","1,289.26","1,066.99","1,255.19","3,312.36","1,109.98","1,211.60","1,185.18","1,405.15"
P50395,GDIB_HUMAN,Rab GDP dissociation inhibitor beta ,Not predicted,0.40,,990.45,21.62,875.59,52.65,0.88,0.009,0.039,"1,015.25","1,011.59",981.79,976.18,967.44,866.65,807.64,878.23,870.10,955.31
P60709,ACTB_HUMAN,"Actin, cytoplasmic 1 ",Not predicted,0.71,,"56,360.98","1,338.21","49,801.62","2,173.30",0.88,0.009,0.039,"58,053.75","55,071.56","55,006.01","56,420.66","57,252.95","48,661.83","51,277.36","52,357.68","49,888.68","46,822.54"
P22234,PUR6_HUMAN,Multifunctional protein ADE2 ,Not predicted,0.73,,219.63,19.24,194.05,26.65,0.88,0.175,0.282,246.30,195.23,208.79,220.71,227.11,194.41,210.44,229.07,170.04,166.30
P16278,BGAL_HUMAN,Beta-galactosidase ,Predicted,0.66,,282.28,98.19,249.27,55.25,0.88,0.251,0.367,321.49,272.87,315.64,120.64,380.74,281.89,265.69,245.62,156.47,296.70
Q3ZCQ8,TIM50_HUMAN,Mitochondrial import inner membrane translocase subunit TIM50 ,Not predicted,0.79,,34.45,36.66,30.38,27.89,0.88,0.914,0.919,0.00,0.00,35.48,87.09,49.67,51.57,0.00,46.11,0.00,54.22
Q9NZT2,OGFR_HUMAN,Opioid growth factor receptor ,Not predicted,1.28,,134.95,20.09,118.92,12.13,0.88,0.175,0.282,134.41,101.60,144.50,154.69,139.57,119.60,114.03,138.26,105.19,117.51
Q9P2J5,SYLC_HUMAN,"Leucine--tRNA ligase, cytoplasmic ",Not predicted,0.63,,216.90,15.82,191.06,21.08,0.88,0.076,0.155,215.14,199.98,206.00,240.51,222.87,193.42,207.76,214.39,164.86,174.85
P42167,LAP2B_HUMAN,"Lamina-associated polypeptide 2, isoforms beta/gamma ",Not predicted,0.57,,408.79,52.03,359.74,28.45,0.88,0.117,0.215,493.71,420.56,391.76,366.32,371.59,374.60,345.96,336.30,339.07,402.75
Q07157,ZO1_HUMAN,Tight junction protein ZO-1 ,Not predicted,0.90,,73.81,10.90,64.95,20.26,0.88,0.117,0.215,60.60,67.92,88.45,71.45,80.63,52.92,58.07,100.82,53.38,59.57
P48637,GSHB_HUMAN,Glutathione synthetase ,Not predicted,1.23,,295.87,96.76,260.17,86.31,0.88,0.251,0.367,236.98,221.09,255.75,306.35,459.19,203.96,237.92,412.31,235.33,211.35
O43169,CYB5B_HUMAN,Cytochrome b5 type B ,Not predicted,1.10,,"1,249.09",171.34,"1,098.32",81.40,0.88,0.117,0.215,"1,405.04","1,245.32","1,262.31",967.36,"1,365.44","1,126.26","1,088.13","1,222.80","1,029.22","1,025.20"
P50552,VASP_HUMAN,Vasodilator-stimulated phosphoprotein ,Not predicted,0.74,,194.33,46.74,170.06,27.90,0.88,0.347,0.458,229.89,249.43,191.38,167.55,133.39,198.91,127.00,163.21,171.68,189.50
Q14974,IMB1_HUMAN,Importin subunit beta-1 ,Not predicted,0.91,,533.72,56.80,467.05,26.68,0.88,0.076,0.155,599.94,517.63,520.82,575.94,454.28,428.16,456.96,473.20,476.66,500.25
O43399,TPD54_HUMAN,Tumor protein D54 ,Not predicted,0.82,,518.89,61.48,453.45,46.13,0.87,0.076,0.155,618.57,521.79,514.88,457.38,481.84,532.17,415.94,425.18,443.51,450.45
O75083,WDR1_HUMAN,WD repeat-containing protein 1 ,Not predicted,0.53,,713.60,32.18,623.44,49.35,0.87,0.016,0.057,710.17,709.14,672.04,762.41,714.22,691.56,643.22,616.75,608.94,556.70
P05787,K2C8_HUMAN,"Keratin, type II cytoskeletal 8 ",Not predicted,0.75,,"6,596.65",568.36,"5,758.52",336.81,0.87,0.016,0.057,"7,461.04","6,556.00","6,290.97","6,734.91","5,940.35","5,735.58","5,248.25","5,898.79","6,174.05","5,735.95"
Q12907,LMAN2_HUMAN,Vesicular integral-membrane protein VIP36 ,Predicted,0.79,,313.04,37.86,272.57,22.84,0.87,0.117,0.215,360.19,338.83,294.95,263.09,308.16,273.17,258.78,252.96,311.04,266.92
O75822,EIF3J_HUMAN,Eukaryotic translation initiation factor 3 subunit J ,Not predicted,1.26,,215.70,131.30,187.73,108.56,0.87,0.675,0.767,0.00,222.26,308.65,214.66,332.94,239.85,270.34,236.10,0.00,192.35
Q9UHD8,SEPT9_HUMAN,Septin-9 ,Not predicted,0.64,,717.88,128.69,624.53,41.19,0.87,0.117,0.215,933.85,724.55,635.49,686.10,609.42,644.36,575.28,635.03,676.88,591.10
P37802,TAGL2_HUMAN,Transgelin-2 ,Not predicted,0.59,,761.25,92.75,660.62,64.44,0.87,0.076,0.155,903.58,712.64,655.59,783.85,750.57,701.44,594.95,750.72,614.12,641.85
Q13813,SPTN1_HUMAN,"Spectrin alpha chain, non-erythrocytic 1 ",Not predicted,0.48,,321.51,36.46,278.96,28.32,0.87,0.047,0.118,321.71,349.86,348.31,260.19,327.49,310.71,262.52,309.00,256.74,255.86
P47755,CAZA2_HUMAN,F-actin-capping protein subunit alpha-2 ,Not predicted,0.77,,551.38,34.63,478.40,40.86,0.87,0.028,0.082,599.50,552.10,521.73,515.15,568.41,519.00,517.57,467.10,466.81,421.55
P35268,RL22_HUMAN,60S ribosomal protein L22 ,Not predicted,1.09,,647.59,81.03,561.26,315.01,0.87,0.465,0.569,618.02,603.60,649.20,581.42,785.71,0.00,702.00,723.35,725.50,655.42
Q9UNZ2,NSF1C_HUMAN,NSFL1 cofactor p47 ,Not predicted,1.29,,299.25,42.18,259.26,23.25,0.87,0.175,0.282,261.38,301.43,367.18,266.62,299.62,286.18,248.63,268.69,267.66,225.12
O43175,SERA_HUMAN,D-3-phosphoglycerate dehydrogenase ,Not predicted,0.53,,"1,107.85",80.15,958.50,22.50,0.87,0.009,0.039,"1,227.61","1,077.33","1,012.40","1,136.36","1,085.57",937.45,990.87,972.14,950.29,941.74
P27824,CALX_HUMAN,Calnexin ,Predicted,0.71,,"1,881.85",194.62,"1,627.94",95.26,0.87,0.047,0.118,"2,053.78","1,788.73","2,023.44","1,585.98","1,957.30","1,643.28","1,539.17","1,760.81","1,664.43","1,532.03"
P05026,AT1B1_HUMAN,Sodium/potassium-transporting ATPase subunit beta-1 ,Not predicted,1.45,,478.85,31.10,414.24,34.51,0.87,0.028,0.082,504.13,457.88,511.23,437.39,483.60,424.27,444.70,389.91,444.96,367.33
Q9NWH9,SLTM_HUMAN,SAFB-like transcription modulator ,Not predicted,1.32,,87.28,50.12,75.50,69.65,0.87,0.751,0.804,99.24,124.75,115.36,0.00,97.05,140.40,0.00,125.08,112.01,0.00
Q7KZF4,SND1_HUMAN,Staphylococcal nuclease domain-containing protein 1 ,Not predicted,0.45,,509.08,79.01,440.29,34.67,0.86,0.117,0.215,615.47,466.94,508.03,547.75,407.21,426.63,399.59,441.60,494.72,438.91
O14773,TPP1_HUMAN,Tripeptidyl-peptidase 1 ,Predicted,0.93,,656.53,53.96,567.38,123.99,0.86,0.251,0.367,594.73,665.02,730.06,679.17,613.66,549.41,737.16,439.61,644.05,466.66
